, CS Length, BB Drop, Stack, SS E, ST Angle, BB OD, TT OD, HT OD, DT OD, CS OD, SS OD, ST OD, CS F, HT LX, ST UX, HT UX, HT Angle, HT Length, ST Length, BB Length, Dropout Offset, SSB OD, CSB OD, Material, SSB Offset, CSB Offset, SS Z, SS Thickness, CS Thickness, TT Thickness, BB Thickness, HT Thickness, ST Thickness, DT Thickness, DT Length
2464,0.439,0.07,0.61,0.045,71.99999999999999,0.04,0.0286,0.045,0.037000000000000005,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.04,0.0521,0.03,74.0,0.11,0.419,0.068,0.135,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0012410503739173275,0.000780565367873194,0.00269058349697589,0.0007416088080384321,0.006781662916215395,0.0008800377457600768,0.005689891343179456,0.7159209867510887
2465,0.4,0.078,0.5656,0.15,77.01315730140209,0.04,0.035,0.044000000000000004,0.045,0.023350000000000003,0.0215,0.035,0.015,0.0498,0.03,0.0435,74.0,0.1286,0.605,0.068,0.12,0.016,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0049228022030391545,0.0008546650189608147,0.003615519612225057,0.003568233816176461,0.0029806794456032504,0.0009980088567713098,0.0021479052373621307,0.6969402728009283
2466,0.4,0.009000000000000001,0.5656,0.06,72.0,0.04,0.0385,0.05,0.0455,0.031,0.0165,0.0318,0.015,0.045,0.06,0.03,69.0,0.12,0.305,0.073,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.008310717656646009,0.003552609714701099,0.005997546735660249,0.0012194561467469874,0.001125191432659482,0.0034000824024284144,0.0009114812624174104,0.6611113030384539
2469,0.38,0.013000000000000001,0.5656,0.06,71.0,0.04,0.043,0.05,0.0475,0.031,0.0165,0.0318,0.015,0.045,0.06,0.03,68.0,0.12,0.3,0.073,0.135,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.0006482315615110317,0.004385571244726193,0.0008203674292093711,0.0040229564020869335,0.005656696769711356,0.008082922701907306,0.0009330653072306146,0.643553207595428
2474,0.3905,0.006999999999999999,0.5656,0.06,72.5,0.04,0.0385,0.05,0.0455,0.031,0.0165,0.0318,0.015,0.045,0.06,0.03,68.5,0.11,0.315,0.073,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.002459107181369032,0.004805410081360882,0.0047634196496587795,0.0015398964623452385,0.005124863133766547,0.0006847826418560889,0.0021059060463558977,0.6354574754246901
2476,0.3905,0.006999999999999999,0.5656,0.06,72.5,0.04,0.0385,0.05,0.0455,0.031,0.0165,0.0318,0.015,0.045,0.06,0.03,68.5,0.11,0.315,0.073,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.0068414445383385685,0.0005328490384039131,0.002616835191325753,0.003722854754442415,0.0061305955999008425,0.0035996884620769156,0.0012630269933929,0.6354574754246901
2477,0.408,0.01153735038830098,0.5656,0.045,69.57740027968235,0.04,0.0337,0.045,0.0485,0.0245,0.019,0.0318,0.015,0.045700000000000005,0.0402,0.027100000000000003,69.57740027968235,0.09300000000000001,0.3752,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.006010720639356296,0.003121233303298442,0.008740882719902088,0.0014759401031678831,0.002356973339261412,0.0008615686857868758,0.00683644267233216,0.6298183512876049
2485,0.4,0.078,0.5656,0.15,77.01315730140209,0.04,0.035,0.044000000000000004,0.045,0.023350000000000003,0.0215,0.036000000000000004,0.015,0.0498,0.03,0.0435,74.0,0.1286,0.605,0.068,0.12,0.016,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.00803576728974165,0.0009048391902198217,0.006239156678072365,0.009301526048960932,0.0006350916644509428,0.003918415557423126,0.0010627985254427759,0.6969402728009283
2486,0.3905,0.006999999999999999,0.5656,0.06,72.5,0.04,0.0385,0.05,0.0455,0.031,0.0165,0.0318,0.015,0.045,0.06,0.03,68.5,0.11,0.315,0.073,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.00527700666285912,0.00187883241529492,0.001398182289782914,0.001186898876937635,0.0014867744048101179,0.002965458377913909,0.0006553822674155531,0.6354574754246901
2488,0.381,-0.012,0.5656,0.06,67.0,0.04,0.0302,0.045,0.045,0.0325,0.024,0.0318,0.015,0.0446,0.0443,0.0353,69.0,0.115,0.312,0.068,0.135,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.31099019,0.009000000000000001,0.0038984058685173025,0.006523814183925089,0.001297672498076909,0.0012676542119673475,0.009711685925728695,0.0008126043891909013,0.0021971604835823266,0.5840009039829277
2492,0.42,0.07,0.5672,0.045,73.0,0.04,0.0286,0.045,0.038,0.032,0.025,0.032,0.016,0.0446,0.0466,0.033600000000000005,73.0,0.1355,0.5966,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.003199821834446291,0.0020332582645773106,0.0005898686983900809,0.0012547405222585975,0.0060019348255743715,0.004639637071899503,0.004274732774563829,0.6736810654849396
2502,0.39,0.057999999999999996,0.5656,0.05,76.0,0.04,0.0286,0.04,0.0365,0.023350000000000003,0.013000000000000001,0.0349,0.015,0.05,0.047,0.038,73.5,0.1128,0.5770000000000001,0.068,0.12,0.016,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.0024681163525789203,0.009411012604167787,0.0014684031020828214,0.002369071182551361,0.0039936406410590606,0.0008373406382351582,0.0018021166146159485,0.6391708722696239
2509,0.405,0.07,0.5656,0.066,78.0,0.08800000000000001,0.0371,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0523,0.0509,0.0366,77.0,0.145,0.5169,0.068,0.12,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.0010404939256680485,0.001398182289782914,0.0008577961649073019,0.008160141153143563,0.0041272666260594015,0.001508682183066325,0.006216382374640786,0.6774527527594011
2511,0.38,0.05,0.5656,0.27,74.0,0.04,0.0277,0.045,0.0365,0.023350000000000003,0.021,0.0318,0.015,0.0366,0.125,0.0322,73.0,0.13,0.705,0.068,0.12,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0017968521911231577,0.004046563876074768,0.0013951178454441582,0.002079884453996168,0.002840216267311589,0.0008761843550490843,0.0047529794985531745,0.6121793349702394
2512,0.3905,0.006999999999999999,0.5656,0.06,72.5,0.04,0.0385,0.05,0.0455,0.031,0.0165,0.0318,0.015,0.018000000000000002,0.06,0.03,71.5,0.11,0.49,0.073,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.0005981228610289856,0.00434089509746509,0.0012410503739173275,0.003733761986615632,0.0015821366443668071,0.0011334510248749968,0.00403474287306003,0.6441748044058664
2515,0.38,0.05,0.5656,0.27,74.0,0.04,0.0277,0.045,0.0365,0.023350000000000003,0.021,0.0318,0.015,0.0366,0.125,0.0322,73.0,0.13,0.705,0.068,0.12,0.0,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0013849514560342346,0.0011334510248749968,0.0016482819734317544,0.001095952124294698,0.0020051990722337086,0.003663432033832161,0.0005800290730257183,0.6121793349702394
2520,0.4,0.029999999999998975,0.5656,0.045,71.50000000000003,0.04,0.0385,0.045,0.0455,0.031,0.019,0.0318,0.015,0.035,0.06,0.0226,67.00000000000003,0.1,0.3,0.073,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.0045789572925450965,0.0012203483587553481,0.0037092655102249476,0.001029894335043833,0.006856472104685661,0.001256577249396357,0.0027522833105031843,0.6479810286078508
2522,0.405,0.07,0.5656,0.075,75.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0554,0.0474,0.0389,74.0,0.1006,0.5134,0.068,0.12,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.003543527268120201,0.00566704921778914,0.0015281161350212992,0.0009752790960360171,0.0005512824667875893,0.0006790471784029992,0.0032033341890413077,0.6662410389899838
2542,0.41142,0.065,0.5656,0.09,71.4014593724293,0.046,0.0286,0.046,0.0365,0.03,0.0125,0.0318,0.015,0.0619,0.0525,0.0368,73.0,0.14,0.62,0.084,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0007726136892032933,0.002414552213145296,0.0005446696981663133,0.0036208121192183923,0.006742098995864255,0.0006231289397421573,0.003755672412721685,0.6465624998012695
2543,0.41516,0.065,0.5656,0.07,71.40177554910356,0.046,0.0286,0.046,0.0365,0.03,0.0125,0.0318,0.015,0.06509999999999999,0.0355,0.0368,73.0,0.15,0.6129,0.084,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.008250156470184736,0.002873647931482993,0.0066734167214740295,0.003087178336417361,0.0024039796972342826,0.00434089509746509,0.009905371181959872,0.648261479933551
2545,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.004085221847561412,0.005162482758673562,0.0005855702551380349,0.001003131424154692,0.0006738524148422068,0.0050430621153947685,0.0033482595998152553,0.6536386402787728
2547,0.39,0.057999999999999996,0.5656,0.045,74.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0488,0.0471,0.0373,74.5,0.1502,0.5871000000000001,0.068,0.12,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0005855702551380349,0.0027442432176473085,0.002558171810735423,0.0066782993099554384,0.001209684762195743,0.00052090379781685,0.005473553361207453,0.6663587898995342
2551,0.34177,0.035,0.4452,0.17,76.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0401,0.145,0.0227,75.0,0.08979999999999999,0.49,0.068,0.13,0.016,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.005253900417070828,0.0010208949558017204,0.00266512282336018,0.002728233424558427,0.0022100538395571413,0.0014846012006570488,0.0010951508599353304,0.5749749082150887
2599,0.39721999999999996,0.07056277863044799,0.5656,0.25,78.08188599759575,0.045,0.029700000000000008,0.0413,0.034,0.023350000000000003,0.013000000000000001,0.034,0.015,0.0508,0.046700000000000005,0.038700000000000005,74.08188599759575,0.0581,0.5017,0.045,0.13,0.0,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.00258450031164814,0.006886626336230796,0.00877932444290781,0.0010194027232541202,0.00890868871802061,0.006344997862862549,0.0014022786888801242,0.6282838424346624
2608,0.425,0.062,0.597,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0465,0.0468,0.034,72.0,0.1902,0.6367999999999999,0.068,0.13,0.016,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.00918659190002855,0.003478052274184135,0.00360232216504425,0.0075735408982358825,0.009570661219436772,0.004169744126075318,0.0016350744488690633,0.6663265127337118
2611,0.36700000000000005,0.04,0.5421,0.055,75.0,0.04,0.04,0.05,0.05125,0.02635,0.0175,0.035,0.015,0.0513,0.0464,0.031,74.5,0.15369999999999998,0.5864,0.068,0.13,0.016,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.37,0.35,0.009000000000000001,0.0009777788426503316,0.0061665711019171,0.0023346695791367712,0.0005351924670706258,0.0006655259689022343,0.0010082802845878993,0.0007658624688497098,0.634360073601202
2642,0.3905,0.006999999999999999,0.5656,0.06,72.5,0.04,0.0385,0.05,0.0455,0.031,0.0165,0.0318,0.015,0.045,0.06,0.03,68.5,0.11,0.315,0.073,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.0037174130926896603,0.008876170031520116,0.002264043593783353,0.0026945220545004428,0.0006069362647081165,0.0033703719457798837,0.003430054762287768,0.6354574754246901
2646,0.3905,0.006999999999999999,0.5656,0.06,72.5,0.04,0.0385,0.05,0.0455,0.031,0.0165,0.0318,0.015,0.045,0.06,0.03,68.5,0.11,0.315,0.073,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.0006679641860909332,0.001130966801178404,0.005238552488662597,0.0024627068968596484,0.0014716285210593493,0.0028673496582180837,0.0011243687910746259,0.6354574754246901
2658,0.405,0.07,0.5656,0.066,78.0,0.08800000000000001,0.0371,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0523,0.0509,0.0366,77.0,0.145,0.5169,0.068,0.12,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.0020685067943417845,0.009264184980122013,0.0009795682977178706,0.0010462170810335944,0.0020928548080056024,0.002137718394161772,0.0012858629178170984,0.6774527527594011
2679,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0342,0.0503,0.0172,73.0,0.14980000000000002,0.49,0.068,0.13,0.016,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0008832618470854623,0.0006163301415289199,0.0020392153113660398,0.004337721414552989,0.0009447389581505543,0.0005514841021247396,0.0024953423860264315,0.6643407463635799
2700,0.381,-0.012,0.5656,0.06,67.0,0.04,0.0302,0.045,0.045,0.0325,0.024,0.0318,0.015,0.0446,0.0443,0.0353,69.0,0.115,0.312,0.068,0.135,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.31099019,0.009000000000000001,0.003539641902576597,0.0038417965890555454,0.0017134290492564414,0.006243721541290338,0.0006154292575623281,0.00548958979594935,0.0017642961915779601,0.5840009039829277
2701,0.41700000000000004,0.065,0.5656,0.09,72.71999999999998,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0449,0.033,0.05,73.5,0.2074,0.563,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0022442600235394548,0.004495994134935346,0.0006994620190081219,0.0016267248160697161,0.009046573252720824,0.004252903524521036,0.00294169644579474,0.6517445059176241
2702,0.406,0.025,0.5656,0.06,72.0,0.04,0.0385,0.05,0.0455,0.031,0.0165,0.0318,0.015,0.045,0.06,0.03,69.0,0.1,0.337,0.073,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.0010321565481427825,0.0049156065893954356,0.005673269778617252,0.0007394423872863934,0.002290693235209577,0.0024429734638941342,0.007645893080745094,0.6605139138214181
2708,0.33,-0.07,0.28,0.045,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0223,0.0343,0.0133,70.0,0.0877,0.0943,0.068,0.13,0.016,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0027442432176473085,0.0005855702551380349,0.001392060117553733,0.0008126043891909013,0.0008717100525888795,0.001843442319319488,0.0027123170318915997,0.4831323051399323
2714,0.415,0.06,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.0255,0.013000000000000001,0.035,0.015,0.0473,0.0503,0.031100000000000006,73.0,0.165,0.52,0.068,0.13,0.016,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0026846864523447944,0.002312576876857977,0.002063218540362156,0.0011560560343303382,0.008626564546608147,0.007855624009639009,0.0006969088277546081,0.6489380450970833
2716,0.385,0.047,0.5656,0.05,76.0,0.04,0.032350000000000004,0.0404,0.043475,0.024,0.0155,0.028999999999999998,0.015,0.06,0.03,0.04,74.0,0.12869999999999998,0.52,0.068,0.12,0.016,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0027806095915405035,0.0014651847523682875,0.003333598691800706,0.0008233729226993495,0.002245902030714724,0.0007475992487519117,0.0010016651563940992,0.6201247835301121
2722,0.39299999999999996,0.07,0.5656,0.045,75.5,0.04,0.0286,0.05,0.0365,0.025,0.013000000000000001,0.035,0.015,0.049,0.04,0.035,76.0,0.175,0.63,0.068,0.12,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0009849563364374657,0.0013890090913909654,0.003722854754442415,0.002616835191325753,0.0021859405154323512,0.0007580605697285343,0.0007025381986171346,0.6527227896634299
2729,0.39624,0.018000000000000002,0.5656,0.035,73.0,0.04,0.0302,0.044000000000000004,0.045,0.0275,0.019,0.0318,0.015,0.0435,0.035,0.0305,70.0,0.114,0.31,0.068,0.135,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.0027969267379476985,0.007409176604690533,0.0023882076603159988,0.0027969267379476985,0.003246971547934513,0.004612569635219346,0.0021306942797480475,0.6534642921456952
2732,0.4242,0.0,0.5656,0.045,72.0,0.04,0.0363,0.045,0.04325,0.03,0.015,0.0318,0.015,0.0594,0.0551,0.0347,69.0,0.1191,0.3551,0.068,0.135,0.016,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0012141165564726196,0.0028319193007773635,0.005265440865386399,0.0016750179407677437,0.006184637942327942,0.003082665836901455,0.004615944410137589,0.5987139917819466
2735,0.376,0.045,0.5317999999999999,0.08,76.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0493,0.03,0.033,75.0,0.1258,0.53,0.068,0.12,0.016,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0014856874053741154,0.002958958880527609,0.0013992052663222086,0.004359986016801385,0.0005535045161730642,0.0014033046625394673,0.003516419009792116,0.6271747783258435
2741,0.40171999999999997,0.037000000000000005,0.5472,0.18,74.015,0.04,0.0286,0.0413,0.0365,0.023350000000000003,0.008,0.0318,0.015,0.0479,0.0466,0.0329,74.0,0.1524,0.6016,0.068,0.12,0.0,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.006697865413362776,0.001347975761297491,0.00789017243362462,0.0021652552187042128,0.0020184416701540227,0.0013401117305554553,0.002521024251494705,0.6218754207311208
