, CS Length, BB Drop, Stack, SS E, ST Angle, BB OD, TT OD, HT OD, DT OD, CS OD, SS OD, ST OD, CS F, HT LX, ST UX, HT UX, HT Angle, HT Length, ST Length, BB Length, Dropout Offset, SSB OD, CSB OD, Material, SSB Offset, CSB Offset, SS Z, SS Thickness, CS Thickness, TT Thickness, BB Thickness, HT Thickness, ST Thickness, DT Thickness, DT Length
2743,0.425,0.07,0.6071,0.045,73.0,0.04,0.03255,0.045,0.038975,0.023350000000000003,0.015,0.0318,0.015,0.036000000000000004,0.0468,0.036000000000000004,72.0,0.1754,0.6,0.086,0.135,0.016,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0006765685058382182,0.007036824669894762,0.0020836908973489525,0.0022254630059787414,0.005895345135354164,0.001662203923658007,0.0012057099803922055,0.6786291361585199
2744,0.405,0.05,0.5656,0.12,73.99746852923445,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.045,0.046,0.0354,75.0,0.15619999999999998,0.611,0.068,0.12,0.016,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.001964552934404938,0.002192344891184645,0.004759937053741153,0.0008813259716372328,0.0021605095541757705,0.001442852946480418,0.0008179709352577463,0.6224141835503387
2763,0.445,0.053,0.5656,0.06,72.0,0.034,0.0286,0.04,0.03695,0.023350000000000003,0.02,0.0318,0.015,0.04,0.054000000000000006,0.035,70.0,0.12,0.575,0.068,0.135,0.0,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.004801896785711383,0.004656634820126654,0.006538144059718955,0.004609197327641421,0.003268414974307185,0.0013352200259936589,0.0008410231972978923,0.6368109221861102
2764,0.43,0.05,0.586,0.045,69.0,0.04,0.03225,0.045,0.04075,0.03,0.019,0.0318,0.015,0.0696,0.0522,0.0299,65.0,0.12,0.3822,0.068,0.135,0.0,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.006070362221801173,0.008840536558643908,0.004180431634711645,0.009442037247125248,0.0012506176962531,0.0005009150612538766,0.004550579453408235,0.6519262882016118
2776,0.41317,0.078,0.5656,0.05,72.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.0135,0.0318,0.015,0.0405,0.0486,0.0282,72.0,0.0488,0.5146000000000001,0.068,0.13,0.016,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0006558617761954418,0.0021479052373621307,0.003799879743087679,0.003706553619635122,0.0014053588623604714,0.005242385262353785,0.0055908874599999705,0.6317042526948974
2796,0.405,0.07,0.5656,0.045,74.5,0.04,0.0464,0.045,0.05695,0.027350000000000003,0.0165,0.0318,0.015,0.045,0.0423,0.038,71.5,0.1268,0.3923,0.068,0.135,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.004759937053741153,0.004228092274185532,0.0037611700796246093,0.008747277964657029,0.0019247307090461425,0.003728304381864275,0.004417764015717978,0.7032173316773803
2797,0.381,-0.012,0.5656,0.06,67.0,0.04,0.0302,0.045,0.045,0.0325,0.024,0.0318,0.015,0.0446,0.0443,0.0353,69.0,0.115,0.312,0.068,0.135,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.31099019,0.009000000000000001,0.0007465064899668781,0.0022165288626062136,0.0005637181599267687,0.00710145204545857,0.00940413209468373,0.005554206749457142,0.007269615742846573,0.5840009039829277
2798,0.4323,0.025,0.5656,0.065,75.50085076909087,0.04,0.0349,0.039,0.04795,0.02,0.016,0.03,0.015,0.07,0.05,0.025,73.5,0.1,0.43,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.0123,0.000614979309504502,0.00932877769074475,0.0028195192740961537,0.002882067154697481,0.009411012604167787,0.0006963993089599183,0.001333268347449582,0.6927880983068592
2800,0.42444,0.07,0.5206000000000001,0.1,74.00088040110336,0.04,0.03,0.045,0.04825,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.045,0.0469,0.0333,73.5,0.1073,0.5569,0.068,0.12,0.016,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0005791812499892693,0.006443202784561628,0.0047529794985531745,0.005740048795474316,0.0016725695828100295,0.0020288019023249467,0.00891520673761005,0.6417015692276973
2809,0.4,0.006999999999999999,0.5656,0.045,75.0,0.04,0.04275,0.057,0.049,0.035,0.0215,0.0318,0.015,0.042,0.06,0.031,68.0,0.12300000000000001,0.331,0.073,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.001967428706426464,0.0026945220545004428,0.0010565982060330064,0.0012910458341594047,0.001065912316077913,0.0005010982743675606,0.0010412552004195703,0.6406756962577719
2812,0.37500675,0.009000000000000001,0.5656,0.06,72.0,0.04,0.0385,0.05,0.0455,0.031,0.0165,0.0318,0.015,0.045,0.06,0.03,69.0,0.12,0.305,0.073,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.27500388,0.009000000000000001,0.003381482820948124,0.00145823583903994,0.0010027646561152571,0.002862111643280013,0.008724915056478988,0.004627775578731281,0.0017431330253298324,0.6611113030384539
2815,0.4,0.03,0.5656,0.06,71.5,0.04,0.0385,0.05,0.0455,0.031,0.0165,0.0318,0.015,0.04,0.06,0.03,67.0,0.115,0.31,0.073,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.004414534132974542,0.0010016651563940992,0.0017412217351147224,0.0015763614952772412,0.001068253644427544,0.004777375532303756,0.0006689419722753121,0.6377918938117839
2825,0.405,0.07,0.575,0.12,74.3,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.0165,0.0318,0.015,0.0487,0.0511,0.033,74.0,0.1411,0.6001000000000001,0.068,0.12,0.016,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0006360213308436103,0.001311987250620743,0.009153058805376731,0.0005526954638317013,0.002214908330522972,0.0010535116241918716,0.0067322441332228105,0.6624967101414619
2846,0.376,0.045,0.5317999999999999,0.08,77.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0493,0.03,0.033,75.0,0.1268,0.53,0.068,0.12,0.016,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0015466688073314243,0.0006660128992956839,0.0010635761192983623,0.0010635761192983623,0.003591798900744675,0.0006817842078867617,0.0006898093646108345,0.6301745197961991
2885,0.4,0.07,0.5656,0.065,74.5,0.04,0.0312,0.037000000000000005,0.0365,0.026000000000000002,0.013999999999999999,0.034,0.015,0.0583,0.0435,0.037000000000000005,73.5,0.115,0.6035,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0006378847482424091,0.007479958568523381,0.003578688039413325,0.009139679865475172,0.0041061904231889865,0.001407416069181322,0.0005551261755353101,0.6388735547235754
2903,0.41,0.025,0.5656,0.06,73.5,0.04,0.0385,0.05,0.0455,0.031,0.0165,0.0318,0.015,0.05,0.06,0.03,68.0,0.115,0.31,0.073,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.002158929978512328,0.004356798376278444,0.0009972791999646507,0.0026034721221645327,0.001320651786664635,0.0017084237038381836,0.002426945596559292,0.6586290588914763
2919,0.405,0.07200000000000001,0.5656,0.05,74.0,0.04,0.0425,0.05,0.0525,0.021,0.0115,0.0318,0.015,0.062,0.0487,0.0401,73.0,0.1203,0.5487000000000001,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.003929895744283749,0.0016799254138708658,0.002836064749927535,0.0025788357731924487,0.002379490173527309,0.0016077997010080162,0.0019275481880893953,0.6488370521893292
2920,0.405,0.07200000000000001,0.5656,0.05,74.5,0.04,0.0425,0.05,0.0525,0.021,0.0115,0.0318,0.015,0.0618,0.0495,0.039,72.0,0.11,0.5095,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0023638788075466643,0.006391574021758189,0.0006374183826933852,0.002140064907628165,0.0009656969349577055,0.009240500570081321,0.0006718839270903056,0.6386455353563657
2921,0.425,0.05,0.564,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.045700000000000005,0.0389,0.03,71.0,0.1452,0.4826,0.068,0.13,0.016,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.001567165072303367,0.0007697934781553565,0.001262103578498863,0.0018898577615672695,0.005794885108322202,0.0031533567883317137,0.0015809799244000508,0.6480829294476376
2934,0.405,0.07,0.545,0.16,74.0,0.04,0.0286,0.05,0.050775,0.023350000000000003,0.013000000000000001,0.04,0.015,0.06,0.1379,0.0379,78.0,0.0992,0.6379,0.068,0.12,0.016,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0019789739526005928,0.009046573252720824,0.003230390639246267,0.008445521700728409,0.005204183378414035,0.004443688295939199,0.0023760120951379,0.6578484186834921
2948,0.40194467,0.05,0.5656,0.1,74.5,0.04,0.03595,0.05,0.0365,0.0245,0.013999999999999999,0.0318,0.015,0.0496,0.0419,0.0395,73.0,0.12300000000000001,0.49,0.068,0.12,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.3342715,0.35694466,0.009000000000000001,0.005980026434433212,0.0017476008652497882,0.002993788242196053,0.007556941707486919,0.0042903936614638975,0.0050246538219720464,0.0034755094264944013,0.6187568233426975
2959,0.405,0.07,560.28,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0498,0.048,0.0353,73.0,0.13269999999999998,0.514,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.002174777842908357,0.0009727857401645409,0.0006254118314137795,0.0005340194672852301,0.000933747982104915,0.0018843370247196454,0.004639637071899503,0.6486099544894974
2960,0.405,0.07,560.28,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0498,0.048,0.0353,73.0,0.13269999999999998,0.514,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0034025700641265853,0.0044927070571694535,0.0007743107728250503,0.008626564546608147,0.0025619165400276363,0.0018678713904032032,0.003513848111700228,0.6486099544894974
2961,0.405,0.07,560.28,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0498,0.048,0.0353,73.0,0.13269999999999998,0.514,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0009323831314684868,0.0019488111611197288,0.007143124717912105,0.0019833208653330164,0.009079716227502102,0.008974083933314676,0.0017234837770902652,0.6486099544894974
2962,0.405,0.07,560.28,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0498,0.048,0.0353,73.0,0.13269999999999998,0.514,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.003728304381864275,0.0009635803836847347,0.0018940089262429998,0.006851459251836802,0.0013489620043570848,0.002192344891184645,0.005304092416687501,0.6486099544894974
2963,0.405,0.07,560.28,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0498,0.048,0.0353,73.0,0.13269999999999998,0.514,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0022475452392603933,0.0010927505800309599,0.002827779910991196,0.0012302058798819538,0.0006743454372587883,0.0006323108106384617,0.0006435078211448362,0.6486099544894974
2964,0.405,0.07,560.28,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0498,0.048,0.0353,73.0,0.13269999999999998,0.514,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0038026599154999063,0.002374274962860807,0.005966919804284542,0.0005355840392867961,0.0022657000755578003,0.0031075664674431428,0.0010967539748971099,0.6486099544894974
2965,0.405,0.07,560.28,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0498,0.048,0.0353,73.0,0.13269999999999998,0.514,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0015376456101806875,0.0015376456101806875,0.00687656021933632,0.00687656021933632,0.0007271077167244768,0.0032517245631211817,0.0032517245631211817,0.6486099544894974
2966,0.405,0.07,560.28,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0498,0.048,0.0353,73.0,0.13269999999999998,0.514,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.002956795548535961,0.004708002615341471,0.0006127344988479558,0.0018407477770329595,0.0007949688936999709,0.004991688058711686,0.007091071919846988,0.6486099544894974
2967,0.405,0.07,560.28,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0498,0.048,0.0353,73.0,0.13269999999999998,0.514,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0012938816792534113,0.0022426192168562486,0.0016737933141189262,0.0009827975736701401,0.0008342841594905577,0.008563701746352919,0.001029894335043833,0.6486099544894974
2969,0.3908,0.052000000000000005,0.5656,0.043,74.5,0.04,0.036000000000000004,0.055999999999999994,0.048,0.02325,0.016,0.035,0.015,0.0678,0.0358,0.0415,74.0,0.136,0.5758,0.068,0.12,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.0024340560697954155,0.00059073216603684,0.005269293311890475,0.009079716227502102,0.008464072700737584,0.0037749494811299897,0.002565666750967881,0.6407309942285166
2970,0.405,0.07,560.28,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0498,0.048,0.0353,73.0,0.13269999999999998,0.514,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0016184178213092249,0.004312415340412906,0.0014824311730560345,0.002854794493861352,0.00978297563087876,0.004791372302939865,0.0005007319151271424,0.6486099544894974
2971,0.405,0.07,560.28,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0498,0.048,0.0353,73.0,0.13269999999999998,0.514,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.006904277510072223,0.0009238978985300614,0.0005393182938313717,0.0021867400381441627,0.001973914594367375,0.0027332264259551154,0.000522238931021559,0.6486099544894974
2972,0.405,0.07,560.28,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0498,0.048,0.0353,73.0,0.13269999999999998,0.514,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0029481580254018622,0.0005678561954559503,0.0010713834174883256,0.0032374863497188523,0.007855624009639009,0.003382719621444689,0.0009228848737135027,0.6486099544894974
2973,0.4098500000000001,0.05,0.5805,0.08,73.0,0.04,0.015,0.05,0.0365,0.028999999999999998,0.017,0.0318,0.015,0.0488,0.08,0.0353,73.0,0.1613,0.53,0.068,0.13,0.016,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.36,0.35,0.009000000000000001,0.00765148717909744,0.0016184178213092249,0.0035552089726218782,0.00300036424397267,0.001895394673087971,0.003246971547934513,0.0007432377879276838,0.6592188426031705
2975,0.38,0.03,0.5276000000000001,0.045,75.0,0.04,0.0286,0.04,0.0365,0.023350000000000003,0.013000000000000001,0.0346,0.015,0.049,0.0492,0.0289,75.0,0.14800000000000002,0.59,0.068,0.12,0.016,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0076851378251644575,0.007333698760048801,0.002680762271427334,0.0006136314381452134,0.0006582645877022085,0.002441187375319545,0.0006660128992956839,0.6123887750581117
2976,0.38799999999999996,0.05,0.5366000000000001,0.105,75.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0346,0.015,0.047200000000000006,0.052000000000000005,0.0361,74.0,0.1559,0.55,0.068,0.13,0.016,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0009101489588355609,0.0011688086017791893,0.0017146826752907176,0.000790909324208264,0.0011121010948720693,0.0005808781371311782,0.00643378481569885,0.6347502286401515
2977,0.38799999999999996,0.050005935590022435,0.5179,0.105,75.50088387644135,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0346,0.015,0.0485,0.0506,0.0393,75.00088387644135,0.1332,0.595,0.068,0.13,0.016,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0011628399912096065,0.002272338131133161,0.0005036703053257314,0.0007281720789983423,0.0024233981530247164,0.00144813897440308,0.004453449073844917,0.6320180469149448
2984,0.425,0.055,0.5656,0.15,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.047700000000000006,0.1546,0.023600000000000003,68.0,0.0876,0.46,0.068,0.135,0.016,0.018000000000000002, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.00978297563087876,0.0018407477770329595,0.0012547405222585975,0.0005898686983900809,0.002155774290883922,0.003442621091582753,0.0037804753663888656,0.7393802186003396
